UID,Title,Rank,Stream type,Episodes,Start date,End date,Members,Score
7013,Hajimete no Gal: Hajimete no Bunkasai,7013,OVA ,1.0,Dec 2017 , Dec 2017,"73,045 ",6.46
7014,Himitsu no Akko-chan 3,7014,TV ,44.0,Apr 1998 , Feb 1999,"1,522 ",6.46
7015,Hitorigurashi no Shougakusei,7015,ONA ,10.0,Oct 2017 , Dec 2017,"4,263 ",6.46
7016,Holo no Graffiti Specials,7016,ONA ,,Apr 2019 ,,986 ,6.46
7017,Hua Jianghu: Huan Shi Men Sheng,7017,ONA ,20.0,Sep 2017 , Jan 2018,"1,542 ",6.46
7018,Hyakka Ryouran: Samurai After Specials,7018,Special ,2.0,Jan 2015 , Jul 2015,"10,876 ",6.46
7019,iDOLM@STER Xenoglossia,7019,TV ,26.0,Apr 2007 , Sep 2007,"23,649 ",6.46
7020,IS: Infinite Stratos 2,7020,TV ,12.0,Oct 2013 , Dec 2013,"395,585 ",6.46
7021,Jinsei,7021,TV ,13.0,Jul 2014 , Sep 2014,"71,756 ",6.46
7022,Binan Koukou Chikyuu Bouei-bu Happy Kiss!,7022,TV ,12.0,Apr 2018 , Jul 2018,"12,795 ",6.45
7023,Black Jack ONA,7023,ONA ,12.0,Jan 2001 , Jan 2002,"3,014 ",6.45
7024,Choujikuu Seiki Orguss,7024,TV ,35.0,Jul 1983 , Apr 1984,"7,018 ",6.45
7025,Cinderella Girls Gekijou: Climax Season,7025,TV ,13.0,Apr 2019 , Jun 2019,"4,847 ",6.45
7026,Clockwork Planet,7026,TV ,12.0,Apr 2017 , Jun 2017,"159,833 ",6.45
7027,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,7027,OVA ,1.0,Jul 2012 , Jul 2012,"72,353 ",6.45
7028,Comic Party Revolution,7028,TV ,13.0,Apr 2005 , Jun 2005,"10,441 ",6.45
7029,Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,7029,ONA ,13.0,May 2017 , Aug 2017,"1,404 ",6.45
7030,"Dakara Boku wa, H ga Dekinai. Recap",7030,TV Special ,1.0,Aug 2012 , Aug 2012,"27,049 ",6.45
7031,Dan Dao Zongshi,7031,ONA ,40.0,Feb 2023 , Jul 2023,786 ,6.45
7032,Etotama Specials,7032,Special ,6.0,May 2015 , Jul 2015,"8,304 ",6.45
7033,Freezing Vibration Specials,7033,Special ,6.0,Dec 2013 , May 2014,"27,273 ",6.45
7034,Gakuen Heaven,7034,TV ,13.0,Apr 2006 , Jun 2006,"68,582 ",6.45
7035,Gal to Kyouryuu,7035,TV ,12.0,Apr 2020 , Dec 2020,"33,257 ",6.45
7036,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,7036,TV Special ,1.0,Oct 1980 , Oct 1980,"2,360 ",6.45
7037,Guan Miao Shenmeshi,7037,ONA ,13.0,Jan 2023 , Mar 2023,573 ,6.45
7038,Hamster Club,7038,TV ,130.0,Oct 2000 , Mar 2001,"1,125 ",6.45
7039,Happy☆Lucky Bikkuriman,7039,TV ,46.0,Oct 2006 , Sep 2007,940 ,6.45
7040,Henteko na Volunteer,7040,OVA ,1.0,1993 , 1993,399 ,6.45
7041,Shigofumi Picture Drama,7041,Special ,7.0,Mar 2008 , Sep 2008,"4,387 ",6.45
7042,The iDOLM@STER Cinderella Girls: Special Program,7042,TV Special ,1.0,Feb 2015 , Feb 2015,"3,995 ",6.45
7043,Tokyo Ghoul:re 2nd Season,7043,TV ,12.0,Oct 2018 , Dec 2018,"893,999 ",6.45
7044,Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,7044,Movie ,1.0,Mar 2021 , Mar 2021,"1,587 ",6.45
7045,Upotte!!,7045,ONA ,10.0,Apr 2012 , Jun 2012,"72,341 ",6.45
7046,Vatican Kiseki Chousakan: Majo no Soup,7046,OVA ,1.0,Apr 2018 , Apr 2018,"5,009 ",6.45
7047,Wan Yu Feng Shen,7047,ONA ,60.0,Dec 2021 , Jul 2022,"1,225 ",6.45
7048,Yume Senshi Wingman,7048,TV ,47.0,Feb 1984 , Feb 1985,"3,563 ",6.45
7049,Junk Head 1,7049,Movie ,1.0,Nov 2013 , Nov 2013,430 ,6.45
7050,Juusen Battle Monsuno,7050,TV ,52.0,Oct 2012 , Sep 2013,"9,530 ",6.45
7051,Kabigon to Karakara,7051,ONA ,4.0,Dec 2023 , Dec 2023,431 ,6.45
7052,Kamen Rider Den-O: Imagin Anime 2,7052,OVA ,12.0,Nov 2008 , Nov 2008,"1,044 ",6.45
7053,Koi to Uso: Isshou no Koi/Koi no Kimochi,7053,OVA ,1.0,Nov 2018 , Nov 2018,"38,885 ",6.45
7054,Last Exile: Ginyoku no Fam - Adjournment,7054,TV Special ,2.0,Dec 2011 , Feb 2012,"6,772 ",6.45
7055,Midnight Eye: Gokuu,7055,OVA ,1.0,Jan 1989 , Jan 1989,"13,877 ",6.45
7056,Moetan Specials,7056,Special ,2.0,Dec 2007 , Mar 2008,"5,917 ",6.45
7057,Mu Wang Zhi Wang: Qi Lin Jue,7057,ONA ,20.0,Jul 2016 , Nov 2016,"1,243 ",6.45
7058,Mushikago no Cagaster,7058,ONA ,12.0,Feb 2020 , Feb 2020,"39,864 ",6.45
7059,Nihon Chinbotsu 2020,7059,ONA ,10.0,Jul 2020 , Jul 2020,"149,896 ",6.45
7060,Oneechan ga Kita: Hajimete no… Kitaa!,7060,Special ,1.0,Mar 2014 , Mar 2014,"26,868 ",6.45
7061,Onkyou Seimeitai Noiseman,7061,Movie ,1.0,Nov 1997 , Nov 1997,"11,107 ",6.45
7062,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",7062,Special ,6.0,Jan 2016 , Jun 2016,"26,829 ",6.45
7063,Ore wa Teppei,7063,TV ,28.0,Sep 1977 , Mar 1978,"2,104 ",6.45
7064,Pokemon Best Wishes! Season 2,7064,TV ,24.0,Jun 2012 , Jan 2013,"71,365 ",6.45
7065,Pokemon XY SP: Road to Kalos,7065,TV Special ,1.0,Oct 2013 , Oct 2013,"8,805 ",6.45
7066,Power Stone,7066,TV ,26.0,Apr 1999 , Sep 1999,"8,578 ",6.45
7067,Qin Shi Mingyue: Kong Shan Niao Yu,7067,ONA ,3.0,May 2014 , Jul 2014,960 ,6.45
7068,Ragnarök The Animation,7068,TV ,26.0,Apr 2004 , Sep 2004,"50,194 ",6.45
7069,Ramen Akaneko,7069,TV ,12.0,Jul 2024 ,,"6,340 ",6.46
7070,Robot Girls Z,7070,Special ,3.0,Jan 2014 , Mar 2014,"21,694 ",6.45
7071,Rockman Hoshi ni Negai wo,7071,OVA ,3.0,Sep 2002 , Sep 2002,"4,575 ",6.45
7072,Senyoku no Sigrdrifa,7072,TV ,12.0,Oct 2020 , Dec 2020,"46,301 ",6.45
7073,Kämpfer für die Liebe,7073,Special ,2.0,Mar 2011 , Mar 2011,"62,210 ",6.44
7074,Kiitarou Shounen no Youkai Enikki,7074,TV ,12.0,Oct 2016 , Dec 2016,"30,958 ",6.44
7075,"Kyou, Koi wo Hajimemasu",7075,OVA ,2.0,Jun 2010 , Oct 2010,"33,852 ",6.44
7076,Lupin III: Babylon no Ougon Densetsu,7076,Movie ,1.0,Jul 1985 , Jul 1985,"9,624 ",6.44
7077,Monkey Turn,7077,TV ,25.0,Jan 2004 , Jun 2004,"2,123 ",6.44
7078,Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,7078,ONA ,10.0,Sep 2016 , Mar 2017,"6,402 ",6.44
7079,Nekojiru Gekijou Jirujiru Original,7079,TV ,27.0,Jul 1999 , Oct 1999,"11,778 ",6.44
7080,Ni no Kuni,7080,Movie ,1.0,Aug 2019 , Aug 2019,"63,767 ",6.44
7081,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,7081,Special ,1.0,Oct 2010 , Oct 2010,"7,322 ",6.44
7082,One Piece The Planetarium,7082,Movie ,1.0,Jul 2013 , Jul 2013,"2,123 ",6.44
7083,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,7083,TV ,26.0,Jul 2018 , Jan 2019,"1,528 ",6.44
7084,Pet,7084,TV ,13.0,Jan 2020 , Mar 2020,"94,745 ",6.44
7085,Pokemon: Odoru Pokemon Himitsu Kichi,7085,Movie ,1.0,Jul 2003 , Jul 2003,"13,218 ",6.44
7086,Saezuru Doubutsu wa Yarushikanai!,7086,ONA ,25.0,Dec 2019 , Feb 2020,"2,473 ",6.44
7087,Shen Ji Long Wei,7087,ONA ,26.0,Jun 2022 , Dec 2022,"1,189 ",6.44
7088,"Arano no Sakebi Koe: Hoero, Buck",7088,TV Special ,1.0,Jan 1981 , Jan 1981,"1,573 ",6.44
7089,Ashita e Free Kick,7089,TV ,52.0,Apr 1992 , Apr 1993,"2,341 ",6.44
7090,Ayakashi Triangle,7090,TV ,12.0,Jan 2023 , Sep 2023,"70,896 ",6.44
7091,Bai Niao Gu,7091,Movie ,1.0,Jun 2017 , Jun 2017,"1,414 ",6.44
7092,Battle Athletess Daiundoukai,7092,OVA ,6.0,May 1997 , Jun 1998,"6,213 ",6.44
7093,Brave Beats,7093,TV ,22.0,Oct 2015 , Mar 2016,"5,092 ",6.44
7094,Brothers Conflict: Setsubou,7094,Special ,1.0,Feb 2014 , Feb 2014,"22,726 ",6.44
7095,Bu Mie Shen Wang,7095,ONA ,19.0,Apr 2023 , Aug 2023,814 ,6.44
7096,Chikyuu ga Ugoita Hi,7096,Movie ,1.0,Jul 1997 , Jul 1997,"1,809 ",6.44
7097,Citrus,7097,TV ,12.0,Jan 2018 , Mar 2018,"521,371 ",6.44
7098,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,7098,Special ,1.0,Apr 2016 , Apr 2016,"9,394 ",6.44
7099,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,7099,TV Special ,1.0,Jun 2012 , Jun 2012,"7,036 ",6.44
7100,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-pun Special!!,7100,Special ,1.0,Aug 2007 , Aug 2007,"2,319 ",6.44
7101,Death March kara Hajimaru Isekai Kyousoukyoku,7101,TV ,12.0,Jan 2018 , Mar 2018,"512,051 ",6.44
7102,Denshin Mamotte Shugogetten,7102,OVA ,8.0,Jun 2000 , Nov 2001,"4,091 ",6.44
7103,Dog Days'': Limone Resort Tenbou Onsen!,7103,Special ,1.0,Aug 2015 , Aug 2015,"9,004 ",6.44
7104,Eden's Bowy,7104,TV ,26.0,Apr 1999 , Sep 1999,"7,243 ",6.44
7105,Esper Mami,7105,TV ,119.0,Apr 1987 , Oct 1989,"2,755 ",6.44
7106,Exception,7106,ONA ,8.0,Oct 2022 , Oct 2022,"8,241 ",6.44
7107,Fate/Apocrypha Recaps,7107,TV Special ,2.0,Sep 2017 , Nov 2017,"18,050 ",6.44
7108,Gekiganger 3: The Movie,7108,OVA ,1.0,Feb 1998 , Feb 1998,"4,999 ",6.44
7109,Genji Tsuushin Agedama,7109,TV ,51.0,Oct 1991 , Sep 1992,"2,224 ",6.44
7110,Ginga Shippuu Sasuraiger,7110,TV ,43.0,Apr 1983 , Jan 1984,"1,876 ",6.44
7111,God Eater 3,7111,ONA ,1.0,Nov 2018 , Nov 2018,"5,806 ",6.44
7112,Great Teacher Onizuka Recaps,7112,TV Special ,2.0,Sep 2000 , Sep 2000,"1,054 ",6.44
7113,Himawari!!,7113,TV ,13.0,Jan 2007 , Apr 2007,"11,705 ",6.44
7114,Huckleberry Finn Monogatari,7114,TV ,26.0,Aug 1994 , Mar 1995,"2,046 ",6.44
7115,Jiu Tian Xuan Di Jue 3rd Season,7115,ONA ,52.0,Oct 2022 , Apr 2023,892 ,6.44
7116,Shouwa Monogatari (Movie),7116,Movie ,1.0,Jan 2011 , Jan 2011,"1,750 ",6.44
7117,Superflat Monogram,7117,Special ,1.0,2003 , 2003,"8,091 ",6.44
7118,Tamako Market Specials,7118,Special ,6.0,Mar 2013 , Aug 2013,"34,811 ",6.44
7119,Tantei Kageki Milky Holmes TD,7119,TV ,12.0,Jan 2015 , Mar 2015,"9,672 ",6.44
7120,Tekken: Bloodline,7120,ONA ,6.0,Aug 2022 , Aug 2022,"31,430 ",6.44
7121,Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama Specials,7121,Special ,4.0,Mar 2022 , Jun 2022,"3,742 ",6.44
7122,Tentai Senshi Sunred: Short Corner,7122,Special ,4.0,Feb 2009 , Apr 2009,"1,001 ",6.44
7123,The☆Doraemons: Dokidoki Kikansha Daibakusou!,7123,Movie ,1.0,Mar 2000 , Mar 2000,"2,163 ",6.44
7124,Umayon Shinsaku Short Anime,7124,Special ,12.0,Dec 2021 , Dec 2021,"1,259 ",6.44
7125,Wan Guo Zhi,7125,ONA ,16.0,Sep 2019 , Jan 2020,942 ,6.44
7126,Wo de Tian Jie Nu You,7126,ONA ,15.0,Sep 2017 , Jan 2018,"38,151 ",6.44
7127,Yakitori,7127,ONA ,6.0,May 2023 , May 2023,"3,977 ",6.44
7128,Youjuu Toshi,7128,Movie ,1.0,Apr 1987 , Apr 1987,"57,749 ",6.44
7129,Shin Chuuka Ichiban!,7129,TV ,12.0,Oct 2019 , Dec 2019,"11,983 ",6.43
7130,SKET Dance: SD Character Flash Anime,7130,ONA ,16.0,Mar 2011 , Oct 2011,"3,789 ",6.43
7131,Ta ga Tame no Alchemist,7131,Movie ,1.0,Jun 2019 , Jun 2019,"11,655 ",6.43
7132,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,7132,Movie ,1.0,Dec 2004 , Dec 2004,"2,067 ",6.43
7133,Vividred Operation,7133,TV ,12.0,Jan 2013 , Mar 2013,"67,338 ",6.43
7134,Wo Shi Jiang Xiaobai 2nd Season,7134,ONA ,12.0,Nov 2018 , Jan 2019,"2,121 ",6.43
7135,Xiang Ling Ji,7135,ONA ,15.0,Mar 2017 , Aug 2017,"2,567 ",6.43
7136,Yoku Wakaru Gendai Mahou,7136,TV ,12.0,Jul 2009 , Sep 2009,"26,291 ",6.43
7137,Yumedamaya Kidan,7137,TV Special ,1.0,Nov 2007 , Nov 2007,"3,457 ",6.43
7138,Zanting! Rang Wo Cha Gonglue,7138,ONA ,12.0,May 2022 , Jul 2022,"6,795 ",6.43
7139,Kagaku Ninja-tai Gatchaman II,7139,TV ,52.0,Oct 1978 , Sep 1979,"2,805 ",6.43
7140,Kamen no Ninja Akakage,7140,TV ,23.0,Oct 1987 , Mar 1988,"1,398 ",6.43
7141,Kenka Banchou Otome: Girl Beats Boys,7141,TV ,12.0,Apr 2017 , Jun 2017,"84,164 ",6.43
7142,Kikou Kai Galient,7142,TV ,25.0,Oct 1984 , Mar 1985,"4,041 ",6.43
7143,Kishin Douji Zenki Gaiden: Anki Kitan,7143,OVA ,1.0,Mar 1997 , Mar 1997,"2,386 ",6.43
7144,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,7144,TV Special ,1.0,Jan 2005 , Jan 2005,767 ,6.43
7145,Koneko no Chi: Ponponra Dairyokou,7145,TV ,25.0,Apr 2018 , Sep 2018,"2,641 ",6.43
7146,Ling Yu,7146,ONA ,10.0,Oct 2015 , Dec 2015,"4,999 ",6.43
7147,Lu Shidai,7147,ONA ,14.0,Oct 2013 , Sep 2014,"5,927 ",6.43
7148,Lupin III (2015): Italian Game,7148,TV Special ,1.0,Jan 2016 , Jan 2016,"6,355 ",6.43
7149,Madoromi no Vevara,7149,ONA ,1.0,Jul 2019 , Jul 2019,"2,471 ",6.43
7150,Mahou no Idol Pastel Yumi,7150,TV ,25.0,Mar 1986 , Aug 1986,"3,830 ",6.43
7151,Mashiro-iro Symphony: The Color of Lovers Picture Drama,7151,Special ,2.0,Feb 2012 , May 2012,"10,410 ",6.43
7152,Meiken Lassie: Yume ni Mukatte Hashire!,7152,Special ,1.0,Feb 1997 , Feb 1997,438 ,6.43
7153,Miru Tights: Cosplay Satsuei Tights,7153,Special ,1.0,Aug 2019 , Aug 2019,"28,437 ",6.43
7154,Monkey Turn V,7154,TV ,25.0,Jul 2004 , Dec 2004,"1,271 ",6.43
7155,Natsu-iro no Sunadokei,7155,OVA ,2.0,May 2004 , Jul 2004,"9,278 ",6.43
7156,Nezumi Monogatari: George to Gerald no Bouken,7156,Movie ,1.0,Dec 2007 , Dec 2007,"1,251 ",6.43
7157,Oi! Ryouma,7157,TV ,39.0,Apr 1992 , Mar 1993,"1,190 ",6.43
7158,One Room: Third Season,7158,TV ,12.0,Oct 2020 , Dec 2020,"35,873 ",6.43
7159,Persona 5 the Animation,7159,TV ,26.0,Apr 2018 , Sep 2018,"259,961 ",6.43
7160,Pokemon Best Wishes!,7160,TV ,84.0,Sep 2010 , Jun 2012,"104,848 ",6.43
7161,Pokemon Introductory Recap,7161,Movie ,1.0,Jul 1998 , Jul 1998,"11,720 ",6.43
7162,Pokemon: Meloetta no Kirakira Recital,7162,Movie ,1.0,Jul 2012 , Jul 2012,"9,906 ",6.43
7163,Precure Miracle Universe Movie,7163,Movie ,1.0,Mar 2019 , Mar 2019,"3,379 ",6.43
7164,009 Re:Cyborg,7164,Movie ,1.0,Oct 2012 , Oct 2012,"20,228 ",6.43
7165,Aishen Qiaokeli-ing: Wanjie Jinian,7165,ONA ,1.0,Mar 2016 , Mar 2016,"4,634 ",6.43
7166,Akashic Re:cords,7166,ONA ,1.0,Oct 2016 , Oct 2016,"3,590 ",6.43
7167,Altered Carbon: Resleeved,7167,ONA ,1.0,Mar 2020 , Mar 2020,"10,190 ",6.43
7168,Amaenaide yo!!,7168,TV ,12.0,Jul 2005 , Sep 2005,"75,976 ",6.43
7169,Amemiya-san,7169,ONA ,3.0,Mar 2021 , Aug 2021,"1,221 ",6.43
7170,Arata Kangatari,7170,TV ,12.0,Apr 2013 , Jul 2013,"73,284 ",6.43
7171,Battle Spirits: Kakumei no Galette,7171,ONA ,5.0,Aug 2020 , Apr 2021,"1,370 ",6.43
7172,Binzume Yousei,7172,TV ,13.0,Oct 2003 , Dec 2003,"19,738 ",6.43
7173,Chance Triangle Session,7173,TV ,13.0,May 2001 , Aug 2001,"6,111 ",6.43
7174,Dog Days Recap,7174,TV Special ,1.0,Jan 2015 , Jan 2015,"5,674 ",6.43
7175,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",7175,Movie ,1.0,Aug 1981 , Aug 1981,"2,678 ",6.43
7176,Dragon Ball Z: Atsumare! Gokuu World,7176,OVA ,1.0,Jan 1992 , Jan 1992,"22,655 ",6.43
7177,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,7177,TV ,12.0,Apr 2014 , Jun 2014,"63,704 ",6.43
7178,Feng Qi Luoyang: Shen Ji Shaonian,7178,ONA ,16.0,Dec 2021 , Mar 2022,750 ,6.43
7179,Gakkatsu!,7179,TV ,25.0,Apr 2012 , Sep 2012,"7,413 ",6.43
7180,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,7180,Special ,1.0,Sep 2016 , Sep 2016,"6,560 ",6.43
7181,Godzilla 1: Kaijuu Wakusei,7181,Movie ,1.0,Nov 2017 , Nov 2017,"63,697 ",6.43
7182,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,7182,Movie ,1.0,Jul 1976 , Jul 1976,"2,883 ",6.43
7183,Hangyakusei Million Arthur: Saraba Itoshi no Danchou,7183,Special ,1.0,Oct 2019 , Oct 2019,"4,768 ",6.43
7184,Hare Tokidoki Buta (TV),7184,TV ,61.0,Jul 1997 , Sep 1998,"1,562 ",6.43
7185,Inko Colors the Animation,7185,ONA ,1.0,Mar 2017 , Mar 2017,"1,378 ",6.43
7186,Isekai wa Smartphone to Tomo ni. 2,7186,TV ,12.0,Apr 2023 , Jun 2023,"136,125 ",6.43
7187,Absolute Duo,7187,TV ,12.0,Jan 2015 , Mar 2015,"558,806 ",6.42
7188,Akanesasu Shoujo,7188,TV ,12.0,Oct 2018 , Dec 2018,"37,411 ",6.42
7189,Arrow Emblem Grand Prix no Taka,7189,TV ,44.0,Sep 1977 , Aug 1978,"2,614 ",6.42
7190,Astro Boy: Tetsuwan Atom - 10-man Kounen no Raihousha - IGZA,7190,Movie ,1.0,Sep 2005 , Sep 2005,"1,191 ",6.42
7191,Ayaka,7191,TV ,12.0,Jul 2023 , Sep 2023,"43,772 ",6.42
7192,Bakuon!! OVA,7192,OVA ,2.0,Mar 2016 , Dec 2016,"10,227 ",6.42
7193,Bakuretsu Hunters OVA,7193,OVA ,3.0,Dec 1996 , Apr 1997,"7,566 ",6.42
7194,Black Clover: Jump Festa 2018 Special,7194,Special ,1.0,Nov 2018 , Nov 2018,"35,533 ",6.42
7195,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,7195,Special ,1.0,Oct 2001 , Oct 2001,"1,959 ",6.42
7196,Bomberman B-Daman Bakugaiden Victory,7196,TV ,50.0,Feb 1999 , Jan 2000,"2,449 ",6.42
7197,Cannon Busters,7197,ONA ,12.0,Aug 2019 , Aug 2019,"42,411 ",6.42
7198,Centaur no Nayami,7198,TV ,12.0,Jul 2017 , Sep 2017,"94,373 ",6.42
7199,Cheburashka Arere?,7199,TV ,26.0,Oct 2009 , Mar 2010,"3,530 ",6.42
7200,Chie-chan Funsenki: Jarinko Chie,7200,TV ,39.0,Oct 1991 , Sep 1992,606 ,6.42
7201,Chieri to Cherry,7201,Movie ,1.0,Feb 2016 , Feb 2016,686 ,6.42
7202,Chousoku Henkei Gyrozetter,7202,TV ,51.0,Oct 2012 , Sep 2013,"5,973 ",6.42
7203,Cinderella Girls Gekijou: Kayou Cinderella Theater,7203,ONA ,13.0,Apr 2017 , Jun 2017,"5,337 ",6.42
7204,ClassicaLoid,7204,TV ,25.0,Oct 2016 , Apr 2017,"26,694 ",6.42
7205,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,7205,OVA ,4.0,Jul 2013 , Jul 2013,"384,634 ",6.42
7206,Crying Freeman,7206,OVA ,6.0,Nov 1988 , Feb 1994,"12,673 ",6.42
7207,Danchigai: Juusan Goutou Sentou Ikitai!!,7207,Special ,1.0,Sep 2015 , Sep 2015,"23,407 ",6.42
7208,Dynamic Super Robots Soushingekki,7208,Special ,3.0,Dec 2000 , Jun 2001,"1,467 ",6.42
7209,Eiyuu Densetsu: Sora no Kiseki The Animation,7209,OVA ,2.0,Oct 2011 , Jan 2012,"17,726 ",6.42
7210,Fortune Dogs,7210,TV ,39.0,Jul 2002 , Mar 2003,"1,683 ",6.42
7211,Futakoi,7211,TV ,13.0,Oct 2004 , Dec 2004,"35,980 ",6.42
7212,Galilei Donna,7212,TV ,11.0,Oct 2013 , Dec 2013,"53,745 ",6.42
7213,Gatchaman,7213,OVA ,3.0,Oct 1994 , Apr 1995,"5,660 ",6.42
7214,Gifuu Doudou!!: Kanetsugu to Keiji,7214,TV ,25.0,Jul 2013 , Dec 2013,"8,170 ",6.42
7215,Ginyuu Mokushiroku Meine Liebe,7215,TV ,13.0,Nov 2004 , Feb 2005,"13,507 ",6.42
7216,Golden Douga Gekijou,7216,ONA ,46.0,Apr 2018 , Jun 2023,"6,180 ",6.42
7217,Harukanaru Toki no Naka de: Hachiyou Shou OVA,7217,OVA ,2.0,Dec 2005 , Jan 2006,"2,274 ",6.42
7218,Hua Jianghu: Bu Liang Ren,7218,ONA ,54.0,Jul 2014 , Aug 2015,"1,924 ",6.42
7219,Hulu Xiongdi,7219,TV ,13.0,1986 , 1987,636 ,6.42
7220,Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,7220,Special ,1.0,Jul 2014 , Jul 2014,"16,411 ",6.42
7221,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 2nd Season,7221,ONA ,12.0,Dec 2019 , Apr 2020,842 ,6.42
7222,Jigoku Shoujo Recap,7222,TV Special ,1.0,Jan 2006 , Jan 2006,"3,244 ",6.42
7223,Takunomi.,7223,TV ,12.0,Jan 2018 , Mar 2018,"47,541 ",6.42
7224,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,7224,Special ,1.0,Jun 2018 , Jun 2018,"3,110 ",6.42
7225,The Missing 8,7225,ONA ,8.0,Dec 2021 , Nov 2022,"3,330 ",6.42
7226,Tokyo 7th Sisters: Bokura wa Aozora ni Naru,7226,Movie ,1.0,Feb 2021 , Feb 2021,"3,680 ",6.42
7227,Wo de Ni Tian Shen Qi,7227,ONA ,16.0,Apr 2018 , Aug 2018,"14,593 ",6.42
7228,Yodaka no Hoshi,7228,Movie ,1.0,2013 , 2013,"3,054 ",6.42
7229,Yousei Florence,7229,Movie ,1.0,Oct 1985 , Oct 1985,"2,763 ",6.42
7230,Yu☆Gi☆Oh! Zexal,7230,TV ,73.0,Apr 2011 , Sep 2012,"79,334 ",6.42
7231,Yuuki Yuuna wa Yuushabu Shozoku,7231,Movie ,1.0,Mar 2017 , Mar 2017,"5,120 ",6.42
7232,Joou Heika no Petite Angie,7232,TV ,26.0,Dec 1977 , Jun 1978,"1,815 ",6.42
7233,Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,7233,Movie ,1.0,Nov 2018 , Nov 2018,"4,045 ",6.42
7234,Kamen Rider Den-O: Imagin Anime,7234,OVA ,10.0,Apr 2008 , Apr 2008,"1,486 ",6.42
7235,Karasu Tengu Kabuto,7235,TV ,39.0,Jul 1990 , Jun 1991,"3,159 ",6.42
7236,Kerokero Chime,7236,TV ,30.0,Mar 1997 , Sep 1997,"1,908 ",6.42
7237,Kojika Monogatari,7237,TV ,52.0,Nov 1983 , Jan 1985,"1,341 ",6.42
7238,Komatta Jiisan,7238,TV ,13.0,Apr 2020 , Jul 2020,"4,732 ",6.42
7239,Kouya no Kotobuki Hikoutai Kanzenban,7239,Movie ,1.0,Sep 2020 , Sep 2020,"2,741 ",6.42
7240,Little Lulu to Chicchai Nakama,7240,TV ,26.0,Oct 1976 , Apr 1977,"1,088 ",6.42
7241,Luger Code 1951,7241,ONA ,1.0,Oct 2016 , Oct 2016,"21,585 ",6.42
7242,Meitantei Conan: Nazo no Suisei Kaijuu wo Oe!,7242,OVA ,1.0,Nov 2001 , Nov 2001,"3,233 ",6.42
7243,Miami Guns,7243,TV ,13.0,Feb 2000 , May 2000,"7,659 ",6.42
7244,Miru Tights,7244,ONA ,12.0,May 2019 , Jul 2019,"124,891 ",6.42
7245,Mission-E,7245,TV ,12.0,Jul 2008 , Sep 2008,"6,355 ",6.42
7246,Nezha Nao Hai,7246,Movie ,1.0,May 1979 , May 1979,"1,190 ",6.42
7247,"Onihei: Sono Otoko, Heizou Hasegawa",7247,OVA ,1.0,Feb 2017 , Feb 2017,"3,594 ",6.42
7248,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,7248,TV ,12.0,Oct 2012 , Dec 2012,"306,880 ",6.42
7249,"Ore, Twintail ni Narimasu.",7249,TV ,12.0,Oct 2014 , Dec 2014,"161,314 ",6.42
7250,Phantom in the Twilight,7250,TV ,12.0,Jul 2018 , Sep 2018,"49,091 ",6.42
7251,Pingu in the City (2018),7251,TV ,26.0,Oct 2018 , Mar 2019,"10,234 ",6.42
7252,Pokemon: Pikachu no Fuyuyasumi (2000),7252,OVA ,2.0,Dec 1999 , Dec 1999,"10,263 ",6.42
7253,Qiang Shen Ji,7253,ONA ,12.0,Dec 2017 , Feb 2018,"1,668 ",6.42
7254,R-15,7254,TV ,12.0,Jul 2011 , Sep 2011,"91,660 ",6.42
7255,Rokumon Tengai Mon Colle Knights,7255,TV ,51.0,Jan 2000 , Dec 2000,"5,690 ",6.42
